ď»żSOURSYSTEM;BILL_NUM;BILL_ITEM;BILL_TYP;BILL_CAT;INVOICEDAT;CALDAY;MATERIAL;DOC_NUMBER;S_ORD_ITEM;SALESEMPLY;SALES_GRP;SALES_OFF;FORWAGENT;SOLD_TO;SHIP_TO;BILLTOPRTY;PAYER;SALES_ACT;SALES_AREA;SALESORG;DISTR_CHAN;DIVISION;COMP_CODE;PLANT;BILL_QTY;   Value  ;COST;TRF_COST;DOC_CURRCY;LOC_CURRCY; DOC_RATE ;PROD_HIER;PROD_CUSTGROUPE;PROD_COUNTRY;DESCHIER;CONV_QTY;PROFITCENTER;ORDERREASON
HG;200501/26;1;;;20260205;20260205;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;17676;0;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;200501/26;2;;;20260205;20260205;2EC5A5D2A5;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;1965;726;;EUR;PLN;379.31;110788;;PL;;;9832C7853A;10
HG;200501/26;3;;;20260205;20260205;80A817C734;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;7856;2809;;EUR;PLN;379.31;110788;;PL;;;9832C7853A;10
HG;200501/26;4;;;20260205;20260205;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;24276;0;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;0/0;158;;;20260205;20260205;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;159;;;20260205;20260205;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;50;0;24300;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;160;;;20260205;20260205;4E3581E67B;DE6BC31290;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;0;24300;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;161;;;20260205;20260205;4E3581E67B;DE6BC31290;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;40;0;19440;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200502/26;1;;;20260205;20260205;4E3581E67B;AB8CB7A75D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;17676;0;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;200502/26;2;;;20260205;20260205;228C990A5F;AB8CB7A75D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;307;81;;EUR;PLN;379.31;110788;;PL;;;9832C7853A;10
HG;200502/26;3;;;20260205;20260205;4E3581E67B;AB8CB7A75D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23138;0;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;0/0;162;;;20260205;20260205;4E3581E67B;AB8CB7A75D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;163;;;20260205;20260205;4E3581E67B;AB8CB7A75D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;40;0;19440;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200503/26;1;;;20260205;20260205;4E3581E67B;ABBE3311A6;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;11;194434;178200;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;35
HG;200503/26;2;;;20260205;20260205;4E3581E67B;ABBE3311A6;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;9;150245;137700;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;35
HG;200503/26;3;;;20260205;20260205;8F64FD7196;ABBE3311A6;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;12859;4815;;EUR;PLN;379.31;110788;;PL;;;9832C7853A;10
HG;0/0;164;;;20260209;20260209;C0B2EBE2A3;F5AD9E14B7;;PL03;;;;PL/0;;;;;;;1;1;9005;9005;1;0;39818;;HUF;PLN;1;110374;;PL;;;3382E5BE80;10
HG;0/0;165;;;20260209;20260209;C0B2EBE2A3;D8C834F5E5;;PL03;;;;PL/0;;;;;;;1;1;9005;9005;1;0;39818;;HUF;PLN;1;110374;;PL;;;3382E5BE80;10
HG;200504/26;1;;;20260206;20260206;4E3581E67B;52D40C0B08;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23095;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;200504/26;2;;;20260206;20260206;4E3581E67B;52D40C0B08;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;35286;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;200504/26;3;;;20260206;20260206;C3676D03E8;52D40C0B08;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;1522;539;;EUR;PLN;378.61;110788;;PL;;;9832C7853A;10
HG;0/0;166;;;20260206;20260206;4E3581E67B;52D40C0B08;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;0;32400;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;167;;;20260206;20260206;4E3581E67B;52D40C0B08;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;20;0;9720;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;168;;;20260206;20260206;4E3581E67B;CE77108988;;PL03;;;;PL/4104;;;;;;;1;1;9005;9005;1;0;8100;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;169;;;20260206;20260206;4E3581E67B;CE77108988;;PL03;;;;PL/4104;;;;;;;1;1;9005;9005;1;0;8100;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;170;;;20260206;20260206;4E3581E67B;CE77108988;;PL03;;;;PL/4104;;;;;;;1;1;9005;9005;10;0;4860;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;159/26;1;;;20260206;20260206;4E3581E67B;CE77108988;;PL03;;;;PL/4104;;;;;;;1;1;9005;9005;1;29080;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;159/26;2;;;20260206;20260206;4E3581E67B;CE77108988;;PL03;;;;PL/4104;;;;;;;1;1;9005;9005;35;3955;770;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;160/26;1;;;20260206;20260206;4E3581E67B;A750A5FB85;;PL03;;;;PL/6129;;;;;;;1;1;9005;9005;4;63800;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;160/26;2;;;20260206;20260206;4E3581E67B;A750A5FB85;;PL03;;;;PL/6129;;;;;;;1;1;9005;9005;4;28400;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;171;;;20260206;20260206;4E3581E67B;A750A5FB85;;PL03;;;;PL/6129;;;;;;;1;1;9005;9005;1;0;20250;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;172;;;20260206;20260206;4E3581E67B;A750A5FB85;;PL03;;;;PL/6129;;;;;;;1;1;9005;9005;60;0;29160;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;173;;;20260206;20260206;4E3581E67B;CEBD3B0FB5;;PL03;;;;PL/1644;;;;;;;1;1;9005;9005;4;0;56700;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;174;;;20260206;20260206;4E3581E67B;CEBD3B0FB5;;PL03;;;;PL/1644;;;;;;;1;1;9005;9005;33;0;16038;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200505/26;1;;;20260205;20260205;4E3581E67B;2EAC6B5E31;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;26514;24300;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;200505/26;2;;;20260205;20260205;4E3581E67B;2EAC6B5E31;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;63345;0;;EUR;PLN;379.31;510620;;PL;;;9832C7853A;10
HG;200505/26;3;;;20260205;20260205;4623AF2168;2EAC6B5E31;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;77865;22015;;EUR;PLN;379.31;110788;;PL;;;9832C7853A;10
HG;0/0;175;;;20260205;20260205;4E3581E67B;2EAC6B5E31;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;0;81000;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;176;;;20260205;20260205;4E3581E67B;2EAC6B5E31;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;260;0;126360;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;161/26;1;;;20260209;20260209;6C9F3861FB;255179CC20;;PL01;;;;PL/2204;;;;;;;1;2;9005;9005;28;828157;537534;;EUR;PLN;377.21;210233;;PL;;;8DC236D6E4;
HG;162/26;1;;;20260209;20260209;FA15C0D202;BB2006CE12;;PL01;;;;PL/2204;;;;;;;1;2;9005;9005;20;278909;172826;;EUR;PLN;377.21;210223;;PL;;;8DC236D6E4;
HG;163/26;1;;;20260209;20260209;B448955B1F;99FA49F95D;;PL01;;;;PL/6357;;;;;;;1;2;9005;9005;4;129715;97397;;EUR;PLN;377.21;210233;;PL;;;8DC236D6E4;
HG;167/26;1;;;20260210;20260210;4E3581E67B;4F485E9A05;;PL01;;;;PL/1368;;;;;;;1;2;9005;9005;1;8299;0;;EUR;PLN;377.21;510610;;PL;;;8DC236D6E4;
HG;167/26;2;;;20260210;20260210;D19C0D3075;4F485E9A05;;PL01;;;;PL/1368;;;;;;;1;2;9005;9005;4;105589;68080;;EUR;PLN;377.21;210245;;PL;;;8DC236D6E4;
HG;200507/26;1;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;24;32712;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;35
HG;200507/26;2;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;6;11813;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;35
HG;200507/26;3;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;18;49749;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;35
HG;200507/26;4;;;20260206;20260206;C3676D03E8;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;1613;539;;EUR;PLN;378.61;110788;;PL;;;9832C7853A;10
HG;200507/26;5;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;80;8178;1760;;EUR;PLN;378.61;110788;;PL;;;9832C7853A;10
HG;0/0;177;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;2;0;32400;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;178;;;20260206;20260206;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;120;0;58320;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200508/26;1;;;20260206;20260206;4E3581E67B;A968CFB7C4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;44108;40500;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;200508/26;2;;;20260206;20260206;4E3581E67B;A968CFB7C4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;45;23852;21870;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;166/26;1;;;20260205;20260205;4E3581E67B;6C0B9CE288;;PL03;;;;PL/3233;;;;;;;1;1;9005;9005;4;66675;56700;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;166/26;2;;;20260205;20260205;4E3581E67B;6C0B9CE288;;PL03;;;;PL/3233;;;;;;;1;1;9005;9005;1;37000;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200509/26;1;;;20260202;20260202;4E3581E67B;3A4759CA09;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;1;143467;0;;EUR;PLN;380.55;510620;;PL;;;9832C7853A;10
HG;0/0;179;;;20260202;20260202;4E3581E67B;3A4759CA09;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;6;0;89100;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;180;;;20260202;20260202;4E3581E67B;3A4759CA09;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;67;0;32562;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;181;;;20260202;20260202;8882BC35F5;3A4759CA09;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;1;0;571;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;0/0;182;;;20260204;20260204;4E3581E67B;A55D27AB73;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;10;0;153900;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;183;;;20260204;20260204;4E3581E67B;A55D27AB73;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;10;0;4860;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200510/26;1;;;20260204;20260204;4E3581E67B;A55D27AB73;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;1;224749;0;;EUR;PLN;380.93;510620;;PL;;;9832C7853A;10
HG;0/0;184;;;20260204;20260204;4E3581E67B;A55D27AB73;;PL03;;;;PL/6130;;;;;;;1;1;9005;9005;50;0;1100;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;185;;;20260204;20260204;4E3581E67B;41D6CA38C4;;PL03;;;;PL/2285;;;;;;;1;1;9005;9005;0;0;4050;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;186;;;20260204;20260204;4E3581E67B;41D6CA38C4;;PL03;;;;PL/2285;;;;;;;1;1;9005;9005;0;0;4050;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;187;;;20260204;20260204;4E3581E67B;41D6CA38C4;;PL03;;;;PL/2285;;;;;;;1;1;9005;9005;17;0;8262;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200511/26;1;;;20260206;20260206;4E3581E67B;3C490629BA;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;35286;32400;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;35
HG;200511/26;2;;;20260206;20260206;F404DD953B;3C490629BA;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;52892;30598;;EUR;PLN;378.61;110343;;PL;;;9832C7853A;10
HG;200511/26;3;;;20260206;20260206;4E3581E67B;3C490629BA;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;90;47705;43740;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;35
HG;168/26;1;;;20260210;20260210;0CB5981230;67ABF405FA;;PL01;;;;PL/7061;;;;;;;1;2;9005;9005;2;7856;5953;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;169/26;1;;;20260210;20260210;84626EA046;4A53C3A222;;PL01;;;;PL/2157;;;;;;;1;2;9005;9005;2;9419;5961;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;169/26;2;;;20260210;20260210;1235B9F10C;4A53C3A222;;PL01;;;;PL/2157;;;;;;;1;2;9005;9005;1;1653;1259;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;169/26;3;;;20260210;20260210;7FFDCE5E6B;4A53C3A222;;PL01;;;;PL/2157;;;;;;;1;2;9005;9005;2;101537;77373;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;170/26;1;;;20260211;20260211;05A310C0E8;59B171394A;;PL01;;;;PL/3431;;;;;;;1;2;9005;9005;40;90715;70172;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;170/26;2;;;20260211;20260211;39661F2822;59B171394A;;PL01;;;;PL/3431;;;;;;;1;2;9005;9005;270;743757;597532;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;170/26;3;;;20260211;20260211;84626EA046;59B171394A;;PL01;;;;PL/3431;;;;;;;1;2;9005;9005;8;37675;23845;;EUR;PLN;377.35;210245;;PL;;;8DC236D6E4;
HG;200512/26;1;;;20260204;20260204;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;36569;0;;EUR;PLN;380.93;510620;;PL;;;9832C7853A;35
HG;200512/26;2;;;20260204;20260204;4E3581E67B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;80757;0;;EUR;PLN;380.93;510620;;PL;;;9832C7853A;35
HG;200512/26;3;;;20260204;20260204;F4F4CA140B;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;60465;34342;;EUR;PLN;380.93;110374;;PL;;;9832C7853A;10
HG;200512/26;4;;;20260204;20260204;855DD55FDF;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;61120;34068;;EUR;PLN;380.93;110371;;PL;;;9832C7853A;10
HG;200512/26;5;;;20260204;20260204;C0B2EBE2A3;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;3;185978;104236;;EUR;PLN;380.93;110374;;PL;;;9832C7853A;10
HG;200512/26;6;;;20260204;20260204;DFFC66D757;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;82266;46549;;EUR;PLN;380.93;110371;;PL;;;9832C7853A;10
HG;200512/26;7;;;20260204;20260204;C6A92B6DFB;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;183;72;;EUR;PLN;380.93;110788;;PL;;;9832C7853A;10
HG;200512/26;8;;;20260204;20260204;80E551DD06;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;4;1310;927;;EUR;PLN;380.93;110788;;PL;;;9832C7853A;10
HG;200512/26;9;;;20260204;20260204;F80DBC04E1;6635D19BFB;;PL03;;;;PL/1841;;;;;;;1;1;9005;9005;1;12464;4910;;EUR;PLN;380.93;110788;;PL;;;9832C7853A;10
HG;200532/26;1;;;20260211;20260211;76EFE82B78;CFCC91C20E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;2088492;1958879;;EUR;PLN;377.35;110924;;PL;;;CAC7A4FAFC;10
HG;200531/26;1;;;20260211;20260211;76EFE82B78;64A6ABCB19;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;417698;391776;;EUR;PLN;377.35;110924;;PL;;;CAC7A4FAFC;10
HG;200529/26;1;;;20260211;20260211;76EFE82B78;0FBF082864;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;4;1298497;998284;;EUR;PLN;377.35;110924;;PL;;;CAC7A4FAFC;10
HG;200528/26;1;;;20260211;20260211;76EFE82B78;66E09181CA;;PL03;;;;PL/127;;;;;;;1;1;9005;9005;1;450237;366975;;EUR;PLN;377.35;110924;;PL;;;CAC7A4FAFC;10
HG;200528/26;2;;;20260211;20260211;76EFE82B78;66E09181CA;;PL03;;;;PL/127;;;;;;;1;1;9005;9005;1;559580;419546;;EUR;PLN;377.35;110924;;PL;;;CAC7A4FAFC;10
HG;0/0;188;;;20260206;20260206;4E3581E67B;5EE6CB2FD1;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;210;0;102060;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200513/26;1;;;20260203;20260203;4E3581E67B;3C490629BA;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;17738;0;;EUR;PLN;380.65;510620;;PL;;;9832C7853A;35
HG;200514/26;1;;;20260203;20260203;4E3581E67B;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;150775;0;;EUR;PLN;380.65;510620;;PL;;;9832C7853A;10
HG;200514/26;2;;;20260203;20260203;F04BFD662E;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;266;91;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;200514/26;3;;;20260203;20260203;4E76F9C798;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;2113;570;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;200514/26;4;;;20260203;20260203;5C556CFCC2;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;209;55;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;200514/26;5;;;20260203;20260203;C873948038;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;5101;2521;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;200514/26;6;;;20260203;20260203;4E3581E67B;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;63569;0;;EUR;PLN;380.65;510620;;PL;;;9832C7853A;10
HG;200514/26;7;;;20260203;20260203;244D8A28DD;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;95;32;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;200514/26;8;;;20260203;20260203;F5610398BA;6D27E1ADE8;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;590;250;;EUR;PLN;380.65;110788;;PL;;;9832C7853A;10
HG;0/0;189;;;20260206;20260206;4E3581E67B;3A02EAC51C;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;8;0;129600;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;190;;;20260206;20260206;4E3581E67B;CFFB82F8E3;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;32;3240000;3620450;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;191;;;20260206;20260206;4E3581E67B;CFFB82F8E3;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;150;0;72900;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200515/26;1;;;20260206;20260206;4E3581E67B;5EE6CB2FD1;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;35286;32400;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;200515/26;2;;;20260206;20260206;4E3581E67B;5EE6CB2FD1;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;63228;0;;EUR;PLN;378.61;510620;;PL;;;9832C7853A;10
HG;200515/26;3;;;20260206;20260206;4623AF2168;5EE6CB2FD1;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;5641;1811;;EUR;PLN;378.61;110788;;PL;;;9832C7853A;10
HG;0/0;192;;;20260209;20260209;4E3581E67B;C1BE7D9F25;;PL03;;;;PL/3082;;;;;;;1;1;9005;9005;2;0;36450;;HUF;PLN;1;510620;;PL;;;3382E5BE80;25
HG;171/26;1;;;20260203;20260203;A38B289866;21F119FF6E;;PL01;;;;PL/748;;;;;;;1;2;9005;9005;10;24971;13860;;EUR;PLN;380.65;210245;;PL;;;8DC236D6E4;
HG;172/26;1;;;20260209;20260209;4E3581E67B;ED2E841D97;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;62994;0;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;172/26;2;;;20260209;20260209;4E3581E67B;ED2E841D97;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;2;26367;0;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;0/0;193;;;20260209;20260209;4E3581E67B;ED2E841D97;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;0;20250;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;194;;;20260209;20260209;4E3581E67B;ED2E841D97;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;260;0;126360;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;173/26;1;;;20260204;20260204;1A37BCE438;EA68CED20D;;PL01;;;;PL/1050;;;;;;;1;2;9005;9005;4;230082;173579;;EUR;PLN;380.93;210232;;PL;;;8DC236D6E4;
HG;200516/26;1;;;20260204;20260204;80956530EE;5E942CC7A7;;PL01;;;;PL/741;;;;;;;1;2;9005;9005;200;898995;585064;;EUR;PLN;380.93;210245;;PL;;;8DC236D6E4;
HG;200517/26;1;;;20260209;20260209;4E3581E67B;EB74738682;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;43945;40500;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200517/26;2;;;20260209;20260209;4E3581E67B;EB74738682;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;60;31686;29160;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200518/26;1;;;20260209;20260209;4E3581E67B;0B38692005;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;35156;32400;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200518/26;2;;;20260209;20260209;4623AF2168;0B38692005;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;2603;1056;;EUR;PLN;377.21;110788;;PL;;;9832C7853A;10
HG;200518/26;3;;;20260209;20260209;4E3581E67B;0B38692005;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23010;0;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200518/26;4;;;20260209;20260209;4623AF2168;0B38692005;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;5620;1998;;EUR;PLN;377.21;110788;;PL;;;9832C7853A;10
HG;200518/26;5;;;20260209;20260209;1F39ADCF5B;0B38692005;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;12542;4780;;EUR;PLN;377.21;110788;;PL;;;9832C7853A;10
HG;180/26;1;;;20260211;20260211;860F6BC443;E2E2AFBBD5;;PL03;;;;PL/2482;;;;;;;1;1;9005;9005;9;12555;4739;;HUF;PLN;1;110788;;PL;;;CAC7A4FAFC;10
HG;200519/26;1;;;20260209;20260209;4E3581E67B;4E3935D9E4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;70;36967;34020;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200519/26;2;;;20260209;20260209;4E3581E67B;4E3935D9E4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;52734;0;;EUR;PLN;377.21;510620;;PL;;;9832C7853A;10
HG;200519/26;3;;;20260209;20260209;4623AF2168;4E3935D9E4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;339;90;;EUR;PLN;377.21;110788;;PL;;;9832C7853A;10
HG;200519/26;4;;;20260209;20260209;4623AF2168;4E3935D9E4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;5620;1998;;EUR;PLN;377.21;110788;;PL;;;9832C7853A;10
HG;0/0;195;;;20260209;20260209;4E3581E67B;4E3935D9E4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;0;44550;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;196;;;20260209;20260209;4E3581E67B;A54A516DF6;;PL03;;;;PL/213;;;;;;;1;1;9005;9005;4;0;64800;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;197;;;20260209;20260209;4E3581E67B;A54A516DF6;;PL03;;;;PL/213;;;;;;;1;1;9005;9005;45;0;21870;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;198;;;20260209;20260209;4E3581E67B;856887D030;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;199;;;20260209;20260209;4E3581E67B;856887D030;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;60;0;29160;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;200;;;20260210;20260210;4E3581E67B;856887D030;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
