ď»żSOURSYSTEM;BILL_NUM;BILL_ITEM;BILL_TYP;BILL_CAT;INVOICEDAT;CALDAY;MATERIAL;DOC_NUMBER;S_ORD_ITEM;SALESEMPLY;SALES_GRP;SALES_OFF;FORWAGENT;SOLD_TO;SHIP_TO;BILLTOPRTY;PAYER;SALES_ACT;SALES_AREA;SALESORG;DISTR_CHAN;DIVISION;COMP_CODE;PLANT;BILL_QTY;   Value  ;COST;TRF_COST;DOC_CURRCY;LOC_CURRCY; DOC_RATE ;PROD_HIER;PROD_CUSTGROUPE;PROD_COUNTRY;DESCHIER;CONV_QTY;PROFITCENTER;ORDERREASON
HG;200414/26;1;;;20260131;20260131;4E3581E67B;734B5C2506;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;8;18248;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200415/26;1;;;20260131;20260131;4E3581E67B;7FE284CCEC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;6;33986;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200415/26;2;;;20260131;20260131;4E3581E67B;7FE284CCEC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;3;11291;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200416/26;1;;;20260131;20260131;4E3581E67B;35F49ED384;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;4;62346;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200416/26;2;;;20260131;20260131;4E3581E67B;35F49ED384;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;20529;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200416/26;3;;;20260131;20260131;4E3581E67B;35F49ED384;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;30;2965;660;;EUR;PLN;380.16;110788;;PL;;;9832C7853A;10
HG;200417/26;1;;;20260131;20260131;4E3581E67B;FE85EC4930;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;6;15967;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200418/26;1;;;20260131;20260131;4E3581E67B;31EAA079D6;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;5;10454;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;200419/26;1;;;20260131;20260131;4E3581E67B;67A6247BCE;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;11;29272;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;35
HG;113/26;1;;;20260129;20260129;372E672368;0F5D238E47;;PL03;;;;PL/5105;;;;;;;1;1;9005;9005;1;94109;46658;;EUR;PLN;380.16;110371;;PL;;;CAC7A4FAFC;10
HG;113/26;2;;;20260129;20260129;6D19185034;0F5D238E47;;PL03;;;;PL/5105;;;;;;;1;1;9005;9005;1;719;289;;EUR;PLN;380.16;110788;;PL;;;CAC7A4FAFC;10
HG;113/26;3;;;20260129;20260129;5DDA2CC0DC;0F5D238E47;;PL03;;;;PL/5105;;;;;;;1;1;9005;9005;1;240;55;;EUR;PLN;380.16;110788;;PL;;;CAC7A4FAFC;10
HG;115/26;1;;;20260130;20260130;3D4D986580;8750E1B388;;PL03;;;;PL/1453;;;;;;;1;1;9005;9005;1;622702;326468;;EUR;PLN;380.16;110174;;PL;;;3382E5BE80;25
HG;200454/26;1;;;20260130;20260130;240DF38827;02F342833A;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;614031;558874;;EUR;PLN;380.16;110174;;PL;;;CAC7A4FAFC;10
HG;0/0;37;;;20260129;20260129;C3C513FBFA;B1B93FA1F0;;PL03;;;;PL/0;;;;;;;1;1;9005;9005;1;0;216580;;HUF;PLN;1;110401;;PL;;;3382E5BE80;10
HG;0/0;38;;;20260129;20260129;2A635162B3;116056027B;;PL03;;;;PL/0;;;;;;;1;1;9005;9005;1;0;44704;;HUF;PLN;1;110401;;PL;;;3382E5BE80;10
HG;200420/26;1;;;20260129;20260129;11F95CC777;296BDA4ADB;;PL01;;;;PL/6634;;;;;;;1;2;9005;9005;1;52451;38847;;EUR;PLN;381.57;210233;;PL;;;8DC236D6E4;
HG;200421/26;1;;;20260131;20260131;4E3581E67B;BD5FFEB62C;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;74;70590;0;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;200421/26;2;;;20260131;20260131;4E3581E67B;BD5FFEB62C;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;360507;0;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;200422/26;1;;;20260131;20260131;4E3581E67B;BD5FFEB62C;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;8;7631;0;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;200422/26;2;;;20260131;20260131;4E3581E67B;BD5FFEB62C;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;42812;0;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;111/26;1;;;20260128;20260128;4E3581E67B;0FBA387BBD;;PL03;;;;PL/4231;;;;;;;1;1;9005;9005;3;54500;40500;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;112/26;1;;;20260127;20260127;4E3581E67B;FDFD9C0F30;;PL03;;;;PL/4283;;;;;;;1;1;9005;9005;2;32700;24300;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;112/26;2;;;20260127;20260127;4E3581E67B;FDFD9C0F30;;PL03;;;;PL/4283;;;;;;;1;1;9005;9005;1;28000;20600;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;39;;;20260129;20260129;4E3581E67B;DCA14789F3;;PL01;;;;PL/6770;;;;;;;1;2;9005;9005;2;0;24300;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;0/0;40;;;20260129;20260129;4E3581E67B;DCA14789F3;;PL01;;;;PL/6770;;;;;;;1;2;9005;9005;250;199110;121500;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;200424/26;1;;;20260127;20260127;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;71220;64800;;EUR;PLN;382.08;510620;;PL;;;9832C7853A;10
HG;200424/26;2;;;20260127;20260127;4E3581E67B;1F4850F1D7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;45;24071;21870;;EUR;PLN;382.08;510620;;PL;;;9832C7853A;10
HG;0/0;41;;;20260126;20260126;4E3581E67B;DCCF17A8EA;;PL01;;;;PL/2267;;;;;;;1;2;9005;9005;1;0;12150;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;0/0;42;;;20260126;20260126;4E3581E67B;DCCF17A8EA;;PL01;;;;PL/2267;;;;;;;1;2;9005;9005;100;0;48600;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;0/0;43;;;20260129;20260129;4E3581E67B;F6A1578A9F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;0;48600;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;44;;;20260129;20260129;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;0;64800;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200425/26;1;;;20260129;20260129;4E3581E67B;C0EADC1740;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;53343;48600;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;200426/26;1;;;20260127;20260127;4E3581E67B;25D7C4ED7E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;35610;32400;;EUR;PLN;382.08;510620;;PL;;;9832C7853A;10
HG;200426/26;2;;;20260127;20260127;4E3581E67B;25D7C4ED7E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23307;20600;;EUR;PLN;382.08;510620;;PL;;;9832C7853A;10
HG;200426/26;3;;;20260127;20260127;459D72B134;25D7C4ED7E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;206;75;;EUR;PLN;382.08;110788;;PL;;;9832C7853A;10
HG;200426/26;4;;;20260127;20260127;1E01B8770F;25D7C4ED7E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;1502;614;;EUR;PLN;382.08;110788;;PL;;;9832C7853A;10
HG;200429/26;1;;;20260126;20260126;4E3581E67B;3EA55A513F;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;35628;32400;;EUR;PLN;382.27;510620;;PL;;;9832C7853A;10
HG;200429/26;2;;;20260126;20260126;4E3581E67B;3EA55A513F;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;100;53518;48600;;EUR;PLN;382.27;510620;;PL;;;9832C7853A;10
HG;200430/26;1;;;20260131;20260131;4E3581E67B;BF6DE31E4C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;6677;0;;EUR;PLN;381.57;510620;;PL;;;9832C7853A;35
HG;200431/26;1;;;20260128;20260128;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;63487;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;10
HG;200431/26;2;;;20260128;20260128;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;50561;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;10
HG;200431/26;3;;;20260128;20260128;4623AF2168;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;1718;382;;EUR;PLN;380.16;110788;;PL;;;9832C7853A;10
HG;200431/26;4;;;20260128;20260128;2EC5A5D2A5;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;2315;731;;EUR;PLN;380.16;110788;;PL;;;9832C7853A;10
HG;200431/26;5;;;20260128;20260128;D2A65B0AF4;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;2;19373;7007;;EUR;PLN;380.16;110788;;PL;;;9832C7853A;10
HG;200431/26;6;;;20260128;20260128;C0B2EBE2A3;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;2;195813;97675;;EUR;PLN;380.16;110374;;PL;;;9832C7853A;10
HG;0/0;45;;;20260128;20260128;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;2;0;36450;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;46;;;20260128;20260128;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;160;0;77760;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200432/26;1;;;20260129;20260129;18EA8836D3;774756E202;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;1692263;1453216;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200433/26;1;;;20260129;20260129;6753D742D6;D7DB9E4612;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;436516;399002;;EUR;PLN;381.57;110143;;PL;;;CAC7A4FAFC;10
HG;200434/26;1;;;20260129;20260129;107E18BC14;DA48792051;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;343413;309514;;EUR;PLN;381.57;110140;;PL;;;CAC7A4FAFC;10
HG;200435/26;1;;;20260129;20260129;2868682EF5;BC8A8E060C;;PL03;;;;PL/3759;;;;;;;1;1;9005;9005;1;1417533;1251145;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200436/26;1;;;20260129;20260129;D41C7CD24D;F8CB98B176;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;2064675;1682343;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200437/26;1;;;20260129;20260129;107E18BC14;B8C5A6A13D;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;343413;309514;;EUR;PLN;381.57;110140;;PL;;;CAC7A4FAFC;10
HG;114/26;1;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;3;28500;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;114/26;2;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;12;127200;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;114/26;3;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;2;9400;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;114/26;4;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;5;42000;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;114/26;5;;;20260129;20260129;4623AF2168;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;1;11810;4250;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;200438/26;1;;;20260129;20260129;18EA8836D3;11BF867EDB;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;1;1954783;1546460;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200438/26;2;;;20260129;20260129;18EA8836D3;11BF867EDB;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;2;3909566;3092920;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200439/26;1;;;20260129;20260129;235B2A9032;83A5FF77B4;;PL03;;;;PL/3096;;;;;;;1;1;9005;9005;1;29762;7284;;EUR;PLN;381.57;111001;;PL;;;CAC7A4FAFC;10
HG;200439/26;2;;;20260129;20260129;221BEA1FE7;83A5FF77B4;;PL03;;;;PL/3096;;;;;;;1;1;9005;9005;1;2445482;2113525;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;0/0;47;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;8;0;129600;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;48;;;20260129;20260129;4E3581E67B;DEE27A8856;;PL03;;;;PL/2155;;;;;;;1;1;9005;9005;30;0;14580;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200440/26;1;;;20260129;20260129;BA4CED2C67;FF76D8C791;;PL03;;;;PL/4026;;;;;;;1;1;9005;9005;1;444911;415876;;EUR;PLN;381.57;110143;;PL;;;CAC7A4FAFC;10
HG;200441/26;1;;;20260129;20260129;2868682EF5;173B803456;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;1406849;1251145;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200442/26;1;;;20260129;20260129;2E6328BEA7;294FE451A8;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;1449966;1273712;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200443/26;1;;;20260129;20260129;730CE9F24D;D7ABB5287E;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;1637317;1495332;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;200465/26;1;;;20260130;20260130;13017FB03B;97D2385BF0;;PL03;;;;PL/2064;;;;;;;1;1;9005;9005;1;66826;48088;;EUR;PLN;381.57;111001;;PL;;;CAC7A4FAFC;10
HG;200444/26;1;;;20260130;20260130;032556D6C4;8EDA5FC2FD;;PL03;;;;PL/6121;;;;;;;1;1;9005;9005;1;7660781;5581142;;EUR;PLN;381.57;110174;;PL;;;CAC7A4FAFC;10
HG;116/26;1;;;20260128;20260128;4E3581E67B;1FC247F3EC;;PL03;;;;PL/7048;;;;;;;1;1;9005;9005;1;28000;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;116/26;2;;;20260128;20260128;4E3581E67B;1FC247F3EC;;PL03;;;;PL/7048;;;;;;;1;1;9005;9005;2;32700;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;116/26;3;;;20260128;20260128;C0B2EBE2A3;1FC247F3EC;;PL03;;;;PL/7048;;;;;;;1;1;9005;9005;1;132650;64692;;HUF;PLN;1;110374;;PL;;;9832C7853A;10
HG;0/0;49;;;20260128;20260128;4E3581E67B;1FC247F3EC;;PL03;;;;PL/7048;;;;;;;1;1;9005;9005;1;0;20250;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;50;;;20260128;20260128;4E3581E67B;1FC247F3EC;;PL03;;;;PL/7048;;;;;;;1;1;9005;9005;40;0;19440;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200471/26;1;;;20260202;20260202;4623AF2168;7FF773A874;;PL03;;;;PL/3963;;;;;;;1;1;9005;9005;1;75889;46566;;EUR;PLN;381.57;110788;;PL;;;CAC7A4FAFC;10
HG;0/0;51;;;20260128;20260128;4E3581E67B;856887D030;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;23;0;364500;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;52;;;20260128;20260128;4E3581E67B;856887D030;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;90;0;43740;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;117/26;1;;;20260126;20260126;4E3581E67B;FBDD1D36A1;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;-1;-7652;0;;EUR;PLN;382.59;510620;;PL;;;CAC7A4FAFC;10
HG;117/26;2;;;20260126;20260126;E602E0965B;FBDD1D36A1;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;-2;-335700;-212371;;EUR;PLN;382.59;110788;;PL;;;CAC7A4FAFC;10
HG;200445/26;1;;;20260126;20260126;4E3581E67B;FBDD1D36A1;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;7645;0;;EUR;PLN;382.27;510620;;PL;;;CAC7A4FAFC;10
HG;200445/26;2;;;20260126;20260126;E602E0965B;FBDD1D36A1;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;2;335419;207829;;EUR;PLN;382.27;110788;;PL;;;CAC7A4FAFC;10
HG;200446/26;1;;;20260130;20260130;3F684F67E9;C094C6F58D;;PL01;;;;PL/5799;;;;;;;1;2;9005;9005;32;122195;81179;;EUR;PLN;381.86;210245;;PL;;;8DC236D6E4;
HG;0/0;53;;;20260130;20260130;4E3581E67B;1548BD2BF9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;0;81000;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200447/26;1;;;20260130;20260130;4E3581E67B;1548BD2BF9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;226061;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;35
HG;200448/26;1;;;20260130;20260130;4E3581E67B;2FFF29162C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;17795;16200;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;35
HG;0/0;54;;;20260130;20260130;4E3581E67B;80509E1103;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;55;;;20260130;20260130;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;0;64800;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;200449/26;1;;;20260130;20260130;4E3581E67B;ABBE3311A6;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;106768;97200;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;35
HG;200450/26;1;;;20260128;20260128;4E3581E67B;3042D3744C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;63487;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;10
HG;200450/26;2;;;20260128;20260128;4E3581E67B;3042D3744C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;26573;0;;EUR;PLN;380.16;510620;;PL;;;9832C7853A;10
HG;0/0;56;;;20260128;20260128;4E3581E67B;3042D3744C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;0;24300;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;57;;;20260128;20260128;4E3581E67B;3042D3744C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;175;0;85050;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200451/26;1;;;20260130;20260130;4E3581E67B;AD933E870E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;31885;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;200451/26;2;;;20260130;20260130;4E3581E67B;AD933E870E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;17795;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;200452/26;1;;;20260130;20260130;4E3581E67B;FF682458ED;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;31885;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;200452/26;2;;;20260130;20260130;4E3581E67B;FF682458ED;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;26692;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;0/0;58;;;20260130;20260130;4E3581E67B;AD933E870E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;59;;;20260130;20260130;4E3581E67B;AD933E870E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;150;0;72900;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;60;;;20260130;20260130;4E3581E67B;FF682458ED;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;20250;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;61;;;20260130;20260130;4E3581E67B;FF682458ED;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;150;0;72900;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;118/26;1;;;20260127;20260127;4E3581E67B;627A15EE6D;;PL03;;;;PL/3369;;;;;;;1;1;9005;9005;1;19080;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;118/26;2;;;20260127;20260127;4E3581E67B;627A15EE6D;;PL03;;;;PL/3369;;;;;;;1;1;9005;9005;1;28000;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;118/26;3;;;20260127;20260127;BA99B11E07;627A15EE6D;;PL03;;;;PL/3369;;;;;;;1;1;9005;9005;2;3960;1118;;HUF;PLN;1;110401;;PL;;;9832C7853A;10
HG;0/0;62;;;20260128;20260128;4E3581E67B;E08C9EEB70;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;12;0;190350;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;63;;;20260128;20260128;4E3581E67B;E08C9EEB70;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;170;0;82620;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;64;;;20260128;20260128;4E3581E67B;E08C9EEB70;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;2;0;32400;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;65;;;20260129;20260129;4E3581E67B;2134C58C1B;;PL03;;;;PL/2655;;;;;;;1;1;9005;9005;1;0;16200;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;66;;;20260129;20260129;4E3581E67B;2134C58C1B;;PL03;;;;PL/2655;;;;;;;1;1;9005;9005;20;0;9720;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;200455/26;1;;;20260130;20260130;4E3581E67B;9DB84813AF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;26692;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;200455/26;2;;;20260130;20260130;C3676D03E8;9DB84813AF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;1535;539;;EUR;PLN;381.86;110788;;PL;;;9832C7853A;10
HG;200455/26;3;;;20260130;20260130;4E3581E67B;9DB84813AF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;32076;0;;EUR;PLN;381.86;510620;;PL;;;9832C7853A;10
HG;0/0;67;;;20260130;20260130;4E3581E67B;9DB84813AF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;0;24300;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;68;;;20260130;20260130;4E3581E67B;9DB84813AF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;60;0;29160;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;119/26;1;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;21;179550;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;119/26;2;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;13;185900;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;119/26;3;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;3;58200;0;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;119/26;4;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;140;14560;3080;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;119/26;5;;;20260129;20260129;4623AF2168;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;2;5580;1978;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;119/26;6;;;20260129;20260129;F5610398BA;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;1;645;281;;HUF;PLN;1;110788;;PL;;;9832C7853A;10
HG;0/0;69;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;9;0;141750;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;70;;;20260129;20260129;4E3581E67B;3E1DDEA10F;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;240;0;116640;;HUF;PLN;1;510620;;PL;;;9832C7853A;35
HG;0/0;71;;;20260129;20260129;4E3581E67B;03F910D2E7;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;20;0;315900;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;72;;;20260129;20260129;4E3581E67B;03F910D2E7;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;30;0;14580;;HUF;PLN;1;510620;;PL;;;9832C7853A;10
HG;0/0;73;;;20260128;20260128;4E3581E67B;CB0A8D8953;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;8100;;HUF;PLN;1;510620;;PL;;;CAC7A4FAFC;10
HG;0/0;74;;;20260128;20260128;4E3581E67B;CB0A8D8953;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;130;0;63180;;HUF;PLN;1;510620;;PL;;;CAC7A4FAFC;10
HG;0/0;75;;;20260128;20260128;C0B2EBE2A3;CB0A8D8953;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;228;43490;;HUF;PLN;1;110374;;PL;;;CAC7A4FAFC;10
HG;120/26;1;;;20260126;20260126;4E3581E67B;DCCF17A8EA;;PL01;;;;PL/2267;;;;;;;1;2;9005;9005;2;124800;0;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;120/26;2;;;20260126;20260126;4E3581E67B;DCCF17A8EA;;PL01;;;;PL/2267;;;;;;;1;2;9005;9005;3;189630;0;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
HG;120/26;3;;;20260126;20260126;4E3581E67B;DCCF17A8EA;;PL01;;;;PL/2267;;;;;;;1;2;9005;9005;1;17340;0;;HUF;PLN;1;510610;;PL;;;8DC236D6E4;
