ď»żSOURSYSTEM;BILL_NUM;BILL_ITEM;BILL_TYP;BILL_CAT;INVOICEDAT;CALDAY;MATERIAL;DOC_NUMBER;S_ORD_ITEM;SALESEMPLY;SALES_GRP;SALES_OFF;FORWAGENT;SOLD_TO;SHIP_TO;BILLTOPRTY;PAYER;SALES_ACT;SALES_AREA;SALESORG;DISTR_CHAN;DIVISION;COMP_CODE;PLANT;BILL_QTY;   Value  ;COST;TRF_COST;DOC_CURRCY;LOC_CURRCY; DOC_RATE ;PROD_HIER;PROD_CUSTGROUPE;PROD_COUNTRY;DESCHIER;CONV_QTY;PROFITCENTER;ORDERREASON;Unnamed: 39;Unnamed: 40;Unnamed: 41
HG;200090/26;1;;;20251231;20251231;4E3581E67B;CE8E8BD6B4;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;44146;35317;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110329
HG;200091/26;1;;;20251231;20251231;4E3581E67B;BA1A99B484;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;126297;101038;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110340
HG;200092/26;1;;;20251231;20251231;4E3581E67B;7B9861756C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;20346;16277;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110343
HG;200093/26;1;;;20251231;20251231;4E3581E67B;6080B1CE91;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;72937;58350;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110345
HG;200093/26;2;;;20251231;20251231;4E3581E67B;C12955221C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;72937;58350;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110371
HG;200093/26;3;;;20251231;20251231;4E3581E67B;32A5ACBBBC;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;72937;58350;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110374
HG;200093/26;4;;;20251231;20251231;4E3581E67B;CC8C1047F0;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;19194;15355;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110401
HG;200093/26;5;;;20251231;20251231;4E3581E67B;C3BC6E5768;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;19194;15355;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110788
HG;200093/26;6;;;20251231;20251231;4E3581E67B;528D11231F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;19194;15355;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;111001
HG;200094/26;1;;;20251231;20251231;4E3581E67B;59CF49EE64;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;97889;78311;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;510620
HG;200095/26;1;;;20251231;20251231;4E3581E67B;9D3EEA43B7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;103264;82611;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110140
HG;200096/26;1;;;20251231;20251231;4E3581E67B;36C45359CF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;36469;29175;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110143
HG;200096/26;2;;;20251231;20251231;4E3581E67B;0B35E02902;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;36469;29175;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110145
HG;200097/26;1;;;20251231;20251231;4E3581E67B;EB7E24C0EE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;74857;59886;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110171
HG;200098/26;1;;;20251231;20251231;4E3581E67B;3A416D513B;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;105567;84454;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110174
HG;200099/26;1;;;20251231;20251231;4E3581E67B;4A0AB53093;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;67563;54050;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110924
HG;200100/26;1;;;20251231;20251231;4E3581E67B;F5AD9E14B7;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;102496;81997;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110942
HG;200100/26;2;;;20251231;20251231;4E3581E67B;E5DD928B06;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;102496;81997;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;110945
HG;200100/26;3;;;20251231;20251231;4E3581E67B;01AA57FC0A;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;102496;81997;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200100/26;4;;;20251231;20251231;4E3581E67B;6F76963A76;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;102496;81997;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200101/26;1;;;20251231;20251231;4E3581E67B;6967904FCF;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;95970;76776;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200101/26;2;;;20251231;20251231;4E3581E67B;07F0DA0895;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;95970;76776;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200101/26;3;;;20251231;20251231;4E3581E67B;30B6E11215;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;95970;76776;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200101/26;4;;;20251231;20251231;4E3581E67B;AF8F26053E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;95970;76776;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200102/26;1;;;20251231;20251231;4E3581E67B;EC4A768FFD;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;67563;54050;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200103/26;1;;;20251231;20251231;4E3581E67B;CA860AE98B;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;70634;56507;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200104/26;1;;;20251231;20251231;4E3581E67B;4108E92A84;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;104031;83225;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200104/26;2;;;20251231;20251231;4E3581E67B;D4AD647A49;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;104031;83225;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200104/26;3;;;20251231;20251231;4E3581E67B;9D667D8A1D;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;104031;83225;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200104/26;4;;;20251231;20251231;4E3581E67B;6FC84B1A05;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;104031;83225;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200104/26;5;;;20251231;20251231;4E3581E67B;1E963341B1;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;104031;83225;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200105/26;1;;;20251231;20251231;4E3581E67B;0ECFFEFF86;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;157775;126220;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200106/26;1;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;12;32016;25613;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200106/26;2;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;36;160170;128136;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200106/26;3;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;15;93398;74718;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200106/26;4;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;10;20576;16461;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200106/26;5;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;20;53436;42749;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200106/26;6;;;20251231;20251231;4E3581E67B;DF63C576FE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;7;21578;17262;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200107/26;1;;;20251231;20251231;4E3581E67B;35A0846829;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;18;51824;41459;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200107/26;2;;;20251231;20251231;4E3581E67B;35A0846829;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;12;48830;39064;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200107/26;3;;;20251231;20251231;4E3581E67B;35A0846829;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;9;20039;16031;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200107/26;4;;;20251231;20251231;4E3581E67B;35A0846829;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;15662;12530;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200108/26;1;;;20251231;20251231;4E3581E67B;247BA07AD9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;16;32553;26042;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200108/26;2;;;20251231;20251231;4E3581E67B;247BA07AD9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;7;23647;18918;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200108/26;3;;;20251231;20251231;4E3581E67B;247BA07AD9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;18119;14495;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200108/26;4;;;20251231;20251231;4E3581E67B;247BA07AD9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;4530;3624;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200109/26;1;;;20251231;20251231;4E3581E67B;5A3AB1AA8C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;14;111248;88998;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200109/26;2;;;20251231;20251231;4E3581E67B;5A3AB1AA8C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;14;18810;15048;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200109/26;3;;;20251231;20251231;4E3581E67B;5A3AB1AA8C;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;36238;28990;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200110/26;1;;;20251231;20251231;4E3581E67B;80509E1103;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;28998;23198;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200110/26;2;;;20251231;20251231;4E3581E67B;80509E1103;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;15616;12493;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;1;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;36;74626;59701;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;2;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;17275;13820;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;3;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;38695;30956;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;4;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;23;41497;33198;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;5;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;5413;4330;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200111/26;6;;;20251231;20251231;4E3581E67B;9CFB977506;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;9021;7217;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200112/26;1;;;20251231;20251231;4E3581E67B;C0EADC1740;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;11;8445;6756;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200113/26;1;;;20251231;20251231;4E3581E67B;F6A1578A9F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;94688;75750;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200113/26;2;;;20251231;20251231;4E3581E67B;F6A1578A9F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;10;217038;173630;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200113/26;3;;;20251231;20251231;4E3581E67B;F6A1578A9F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;119291;95433;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200113/26;4;;;20251231;20251231;4E3581E67B;F6A1578A9F;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;155517;124414;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200114/26;1;;;20251231;20251231;4E3581E67B;83F8C1A890;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;76392;61114;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200114/26;2;;;20251231;20251231;4E3581E67B;54D836353A;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;76392;61114;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200114/26;3;;;20251231;20251231;4E3581E67B;4E25FB64E8;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;26104;20883;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200114/26;4;;;20251231;20251231;4E3581E67B;E01AF6243E;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;26104;20883;;EUR;PLN;383.88;510620;;PL;;;3382E5BE80;25;;;
HG;200115/26;1;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;50;257583;206066;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;2;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;74;570699;456559;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;3;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;17;190428;152342;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;4;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;141;108254;86603;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;5;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;28;128016;102413;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;6;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;40;182880;146304;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200115/26;7;;;20251231;20251231;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;49997;39998;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;1;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;9;21075;16860;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;2;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;52822;42258;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;3;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;18733;14986;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;4;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;10;15355;12284;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;5;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;7;8330;6664;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;6;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;9367;7494;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200116/26;7;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;2610;2088;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200117/26;1;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;7025;5620;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200117/26;2;;;20251231;20251231;4E3581E67B;EDAB0FC0EB;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;3570;2856;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200118/26;1;;;20251231;20251231;4E3581E67B;47ACA6EA69;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;14;50519;40415;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200118/26;2;;;20251231;20251231;4E3581E67B;47ACA6EA69;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;7;33858;27086;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200118/26;3;;;20251231;20251231;4E3581E67B;47ACA6EA69;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;15;14396;11517;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200118/26;4;;;20251231;20251231;4E3581E67B;47ACA6EA69;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;8;13513;10810;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200118/26;5;;;20251231;20251231;4E3581E67B;47ACA6EA69;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;4;6756;5405;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;1;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;12;60085;48068;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;2;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;10;77083;61666;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;3;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;69;758451;606761;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;4;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;91;69866;55893;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;5;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;9;32227;25782;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;6;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;6;27409;21927;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200119/26;7;;;20251231;20251231;4E3581E67B;F6A1C995E9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;40;249829;199863;;EUR;PLN;383.88;510620;;PL;;;9832C7853A;68;;;
HG;200120/26;1;;;20251231;20251231;4E3581E67B;3A17642A12;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;23879;19103;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200121/26;1;;;20251231;20251231;4E3581E67B;BF9342121D;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;44676;35741;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200122/26;1;;;20251231;20251231;4E3581E67B;AA2254CEEE;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;16946;13557;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200123/26;1;;;20251231;20251231;4E3581E67B;6E520F3CB5;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;65474;52379;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200124/26;1;;;20251231;20251231;4E3581E67B;F0CF060532;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;50145;40116;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200125/26;1;;;20251231;20251231;4E3581E67B;6,27E+19;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;13372;10698;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200126/26;1;;;20251231;20251231;4E3581E67B;092FB40766;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;69726;55781;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200126/26;2;;;20251231;20251231;4E3581E67B;23CA5E516C;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;69726;55781;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200127/26;1;;;20251231;20251231;4E3581E67B;69266047D8;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;68170;54536;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200128/26;1;;;20251231;20251231;4E3581E67B;977CA670A2;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;67400;53920;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200129/26;1;;;20251231;20251231;4E3581E67B;D61E8A2F30;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;67400;53920;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200130/26;1;;;20251231;20251231;4E3581E67B;A75FC66838;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;92048;73638;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;1;;;20251231;20251231;4E3581E67B;DDFC4B970C;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;2;;;20251231;20251231;4E3581E67B;2BBC640D67;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;3;;;20251231;20251231;4E3581E67B;B8D6FECC07;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;4;;;20251231;20251231;4E3581E67B;AA8AD085ED;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;5;;;20251231;20251231;4E3581E67B;A0DC779836;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;6;;;20251231;20251231;4E3581E67B;E536AE5604;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;7;;;20251231;20251231;4E3581E67B;C4E51150A8;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;8;;;20251231;20251231;4E3581E67B;F99880CA2C;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;73947;59158;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;9;;;20251231;20251231;4E3581E67B;F4C392C29C;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;201428;161142;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;10;;;20251231;20251231;4E3581E67B;B490984A91;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;34277;27422;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;11;;;20251231;20251231;4E3581E67B;FB7B4A2F1A;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;55460;44368;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200131/26;12;;;20251231;20251231;4E3581E67B;A30BBBB2D1;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;55460;44368;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200132/26;1;;;20251231;20251231;4E3581E67B;1B84FAB73E;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;74717;59774;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200133/26;1;;;20251231;20251231;4E3581E67B;D8C834F5E5;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;104373;83498;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200133/26;2;;;20251231;20251231;4E3581E67B;17E02426D5;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;104373;83498;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200134/26;1;;;20251231;20251231;4E3581E67B;7EE56858E8;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;169076;135261;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200134/26;2;;;20251231;20251231;4E3581E67B;25629920C4;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;169076;135261;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200135/26;1;;;20251231;20251231;4E3581E67B;46D857B85A;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;37359;29887;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200135/26;2;;;20251231;20251231;4E3581E67B;40D1C071C2;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;37359;29887;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
HG;200135/26;3;;;20251231;20251231;4E3581E67B;1,05E+69;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;37359;29887;;EUR;PLN;385.14;510620;;PL;;;3382E5BE80;25;;;
