ď»żSOURSYSTEM;BILL_NUM;BILL_ITEM;BILL_TYP;BILL_CAT;INVOICEDAT;CALDAY;MATERIAL;DOC_NUMBER;S_ORD_ITEM;SALESEMPLY;SALES_GRP;SALES_OFF;FORWAGENT;SOLD_TO;SHIP_TO;BILLTOPRTY;PAYER;SALES_ACT;SALES_AREA;SALESORG;DISTR_CHAN;DIVISION;COMP_CODE;PLANT;BILL_QTY;   Value  ;COST;TRF_COST;DOC_CURRCY;LOC_CURRCY; DOC_RATE ;PROD_HIER;PROD_CUSTGROUPE;PROD_COUNTRY;DESCHIER;CONV_QTY;PROFITCENTER;ORDERREASON;Unnamed: 39;Unnamed: 40;Unnamed: 41
HG;200236/26;1;;;20260112;20260112;4E3581E67B;583C459037;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;26986;24300;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;200236/26;2;;;20260112;20260112;4E3581E67B;583C459037;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;100;54050;48600;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;0/0;76;;;20260112;20260112;4E3581E67B;35F49ED384;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;4;0;64800;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;77;;;20260112;20260112;4E3581E67B;35F49ED384;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;30;0;14580;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;200237/26;1;;;20260107;20260107;4E3581E67B;16F3846590;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;53798;0;;EUR;PLN;384.82;510620;;PL;;;9832C7853A;10;;;
HG;200238/26;1;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;200238/26;2;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;143772;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;200238/26;3;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;1;61617;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;0/0;78;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;5;0;76950;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;79;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;5;0;76950;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;80;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;160;0;77760;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;81;;;20260112;20260112;4E3581E67B;C920B08883;;PL03;;;;PL/7052;;;;;;;1;1;9005;9005;2;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;44/26;1;;;20260106;20260106;BB7B53FF29;3850E0AEFF;;PL03;;;;PL/2443;;;;;;;1;1;9005;9005;-1;-1792243;-1594808;;EUR;PLN;385.18;110174;;PL;;;CAC7A4FAFC;10;;;
HG;200239/26;1;;;20260106;20260106;BB7B53FF29;3850E0AEFF;;PL03;;;;PL/2443;;;;;;;1;1;9005;9005;1;1792243;1594808;;EUR;PLN;385.18;110174;;PL;;;CAC7A4FAFC;10;;;
HG;0/0;82;;;20260112;20260112;4E3581E67B;BF0D5E9BDC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;3;0;48600;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;83;;;20260112;20260112;4E3581E67B;BF0D5E9BDC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;80;0;38880;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;61/26;1;;;20260113;20260113;4E76F9C798;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;11309;2847;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;2;;;20260113;20260113;8882BC35F5;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;11761;2868;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;3;;;20260113;20260113;C6377E46DF;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;10;28207;10555;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;4;;;20260113;20260113;185B7ED22A;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;1459;333;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;5;;;20260113;20260113;5DDA2CC0DC;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;1096;273;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;6;;;20260113;20260113;D6D2325BE1;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;1667;526;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;7;;;20260113;20260113;D10568F36F;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;27373;9640;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;61/26;8;;;20260113;20260113;C47F2B628F;370FD76B86;;PL03;;;;PL/4919;;;;;;;1;1;9005;9005;5;27913;9847;;EUR;PLN;385.97;110788;;PL;;;9832C7853A;10;;;
HG;45/26;1;;;20260112;20260112;4E3581E67B;8E5B5DFCE9;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;45/26;2;;;20260112;20260112;4E3581E67B;8E5B5DFCE9;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;3;44981;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;0/0;84;;;20260112;20260112;4E3581E67B;8E5B5DFCE9;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;3;0;52650;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;85;;;20260112;20260112;4E3581E67B;8E5B5DFCE9;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;130;0;63180;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;200240/26;1;;;20260110;20260110;4E3581E67B;3B2E59C046;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;17991;16200;;EUR;PLN;385.90;510620;;PL;;;9832C7853A;10;;;
HG;200240/26;2;;;20260110;20260110;4E3581E67B;3B2E59C046;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;50;27025;24300;;EUR;PLN;385.90;510620;;PL;;;9832C7853A;10;;;
HG;46/26;1;;;20260112;20260112;4E3581E67B;83EF1811BF;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;46/26;2;;;20260112;20260112;4E3581E67B;83EF1811BF;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;17991;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;46/26;3;;;20260112;20260112;4623AF2168;83EF1811BF;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;215354;109275;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;0/0;86;;;20260112;20260112;4E3581E67B;83EF1811BF;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;0;20250;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;87;;;20260112;20260112;4E3581E67B;83EF1811BF;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;120;0;58320;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;200279/26;1;;;20260114;20260114;4E3581E67B;29760A4F12;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;3082;0;;EUR;PLN;385.97;510620;;PL;;;CAC7A4FAFC;10;;;
HG;200279/26;2;;;20260114;20260114;4623AF2168;29760A4F12;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;10;57399;23406;;EUR;PLN;385.97;110788;;PL;;;CAC7A4FAFC;10;;;
HG;0/0;88;;;20260114;20260114;C1988E0386;7CA9055A6A;;PL03;;;;PL/1674;;;;;;;1;1;9005;9005;1;56271;31760;;EUR;PLN;385.97;110371;;PL;;;CAC7A4FAFC;10;;;
HG;200249/26;1;;;20260114;20260114;13017FB03B;DD03E88094;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;1;280255;194709;;EUR;PLN;385.97;111001;;PL;;;CAC7A4FAFC;10;;;
HG;200249/26;2;;;20260114;20260114;13017FB03B;DD03E88094;;PL03;;;;PL/1988;;;;;;;1;1;9005;9005;1;67261;31513;;EUR;PLN;385.97;111001;;PL;;;CAC7A4FAFC;10;;;
HG;0/0;89;;;20260113;20260113;4E3581E67B;622E371D83;;PL01;;;;PL/4203;;;;;;;1;2;9005;9005;8;;121500;;PLN;PLN;1;510610;;PL;;;8DC236D6E4;;;;
HG;0/0;90;;;20260113;20260113;4E3581E67B;622E371D83;;PL01;;;;PL/4203;;;;;;;1;2;9005;9005;8;;121500;;PLN;PLN;1;510610;;PL;;;8DC236D6E4;;;;
HG;0/0;91;;;20260113;20260113;4E3581E67B;622E371D83;;PL01;;;;PL/4203;;;;;;;1;2;9005;9005;5;;0;;PLN;PLN;1;510610;;PL;;;8DC236D6E4;;;;
HG;0/0;92;;;20260113;20260113;4E3581E67B;622E371D83;;PL01;;;;PL/4203;;;;;;;1;2;9005;9005;450;;218700;;PLN;PLN;1;510610;;PL;;;8DC236D6E4;;;;
HG;0/0;93;;;20260113;20260113;4E3581E67B;622E371D83;;PL01;;;;PL/4203;;;;;;;1;2;9005;9005;5;;36450;;PLN;PLN;1;510610;;PL;;;8DC236D6E4;;;;
HG;0/0;94;;;20260112;20260112;4E3581E67B;37EF73B447;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;33;0;538650;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;95;;;20260112;20260112;4E3581E67B;37EF73B447;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;480;0;233280;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;47/26;1;;;20260114;20260114;05A310C0E8;6155A7DBB4;;PL01;;;;PL/2050;;;;;;;1;2;9005;9005;40;86137;70172;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;47/26;2;;;20260114;20260114;86A921662C;6155A7DBB4;;PL01;;;;PL/2050;;;;;;;1;2;9005;9005;32;335304;241094;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;47/26;3;;;20260114;20260114;84626EA046;6155A7DBB4;;PL01;;;;PL/2050;;;;;;;1;2;9005;9005;320;1338751;964302;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;48/26;1;;;20260113;20260113;84626EA046;ED6F7E8380;;PL01;;;;PL/748;;;;;;;1;2;9005;9005;24;115606;72323;;EUR;PLN;385.97;210245;;PL;;;8DC236D6E4;;;;
HG;0/0;96;;;20260112;20260112;4E3581E67B;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;2;0;24300;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;97;;;20260112;20260112;4E3581E67B;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;130;0;63180;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;49/26;1;;;20260114;20260114;80956530EE;77085B64FB;;PL01;;;;PL/6505;;;;;;;1;2;9005;9005;19;91346;57006;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;0/0;98;;;20260112;20260112;4E3581E67B;82C7C9517B;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;130;0;63180;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;99;;;20260113;20260113;4E3581E67B;42AB5E6750;;PL03;;;;PL/3777;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;100;;;20260113;20260113;4E3581E67B;42AB5E6750;;PL03;;;;PL/3777;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;101;;;20260113;20260113;4E3581E67B;42AB5E6750;;PL03;;;;PL/3777;;;;;;;1;1;9005;9005;1;0;4050;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;102;;;20260113;20260113;4E3581E67B;42AB5E6750;;PL03;;;;PL/3777;;;;;;;1;1;9005;9005;40;0;19440;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;103;;;20260113;20260113;4E3581E67B;3DCD6C18AE;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;104;;;20260113;20260113;4E3581E67B;3DCD6C18AE;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;105;;;20260113;20260113;4E3581E67B;3DCD6C18AE;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;-1;0;-16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;106;;;20260113;20260113;4E3581E67B;3DCD6C18AE;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;-1;0;-16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;107;;;20260113;20260113;4E3581E67B;4E32AEC4DD;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;108;;;20260113;20260113;4E3581E67B;4E32AEC4DD;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;1;0;16200;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;109;;;20260113;20260113;4E3581E67B;4E32AEC4DD;;PL03;;;;PL/16;;;;;;;1;1;9005;9005;20;0;9720;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;50/26;1;;;20260114;20260114;75237D2636;C70076889D;;PL01;;;;PL/1172;;;;;;;1;2;9005;9005;100;483849;279624;;EUR;PLN;385.23;210244;;PL;;;8DC236D6E4;;;;
HG;50/26;2;;;20260114;20260114;A7BB27CA61;C70076889D;;PL01;;;;PL/1172;;;;;;;1;2;9005;9005;2;34363;21744;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;50/26;3;;;20260114;20260114;1235B9F10C;C70076889D;;PL01;;;;PL/1172;;;;;;;1;2;9005;9005;2;3375;2519;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;50/26;4;;;20260114;20260114;87B72B600A;C70076889D;;PL01;;;;PL/1172;;;;;;;1;2;9005;9005;200;752739;492283;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;0/0;110;;;20260113;20260113;4E3581E67B;298231EA9A;;PL03;;;;PL/381;;;;;;;1;1;9005;9005;60;0;29160;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;111;;;20260109;20260109;84626EA046;DD03E88094;;PL01;;;;PL/0;;;;;;;1;2;9005;9005;1;0;2440;;PLN;PLN;1;210245;;PL;;;8DC236D6E4;;;;
HG;200242/26;1;;;20260114;20260114;A2D3B21CC6;BE510DF59D;;PL01;;;;PL/1809;;;;;;;1;2;9005;9005;4;31789;22965;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;200243/26;1;;;20260112;20260112;4E3581E67B;82C7C9517B;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;17991;16200;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;200243/26;2;;;20260112;20260112;4E3581E67B;82C7C9517B;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;200243/26;3;;;20260112;20260112;4C0ABF5F52;82C7C9517B;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;2;4401;1270;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;51/26;1;;;20260112;20260112;4E3581E67B;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;51/26;2;;;20260112;20260112;4E3581E67B;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;35982;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;10;;;
HG;51/26;3;;;20260112;20260112;166A0C4906;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;795;377;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;51/26;4;;;20260112;20260112;8AF9E87F9C;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;83360;48522;;EUR;PLN;386.07;110371;;PL;;;9832C7853A;10;;;
HG;51/26;5;;;20260112;20260112;F04BFD662E;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;274;91;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;51/26;6;;;20260112;20260112;244D8A28DD;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;104;31;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;51/26;7;;;20260112;20260112;5C556CFCC2;5FF59A996B;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;1;208;113;;EUR;PLN;386.07;110788;;PL;;;9832C7853A;10;;;
HG;200244/26;1;;;20260113;20260113;4E3581E67B;2A6533ACAE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;26979;24300;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;200244/26;2;;;20260113;20260113;4E3581E67B;2A6533ACAE;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23544;20600;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;200245/26;1;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;5;324156;0;;EUR;PLN;385.90;510620;;PL;;;9832C7853A;10;;;
HG;200245/26;2;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;1;144010;0;;EUR;PLN;385.90;510620;;PL;;;9832C7853A;10;;;
HG;200245/26;3;;;20260109;20260109;A3246DF651;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;3;310715;181486;;EUR;PLN;385.90;110371;;PL;;;9832C7853A;10;;;
HG;200245/26;4;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;3;162128;0;;EUR;PLN;385.90;510620;;PL;;;9832C7853A;10;;;
HG;200245/26;5;;;20260109;20260109;FC0125A951;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;1;118927;69476;;EUR;PLN;385.90;110371;;PL;;;9832C7853A;10;;;
HG;0/0;112;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;14;0;226800;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;113;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;8;0;129600;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;114;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;3;0;24300;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;115;;;20260109;20260109;4E3581E67B;45C76A80BB;;PL03;;;;PL/3982;;;;;;;1;1;9005;9005;360;0;174960;;PLN;PLN;1;510620;;PL;;;9832C7853A;10;;;
HG;0/0;116;;;20260113;20260113;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;0;72900;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;117;;;20260113;20260113;4E3581E67B;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;5;0;72900;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;118;;;20260113;20260113;27C3057FF1;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;0;1101;;PLN;PLN;1;110788;;PL;;;9832C7853A;10;;;
HG;0/0;119;;;20260113;20260113;69C6D787BD;3FA892FA38;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;2;0;81209;;PLN;PLN;1;110374;;PL;;;9832C7853A;10;;;
HG;0/0;120;;;20260114;20260114;C1988E0386;7CA9055A6A;;PL03;;;;PL/1674;;;;;;;1;1;9005;9005;-1;-56271;-31760;;EUR;PLN;385.97;110371;;PL;;;CAC7A4FAFC;10;;;
HG;53/26;1;;;20260114;20260114;C1988E0386;7CA9055A6A;;PL03;;;;PL/1674;;;;;;;1;1;9005;9005;1;56163;31760;;EUR;PLN;385.23;110371;;PL;;;CAC7A4FAFC;10;;;
HG;54/26;1;;;20260114;20260114;D53F7F3607;365A69A65F;;PL01;;;;PL/1965;;;;;;;1;2;9005;9005;10;39910;27778;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;55/26;1;;;20260114;20260114;1235B9F10C;5BB612C904;;PL01;;;;PL/1965;;;;;;;1;2;9005;9005;200;314348;251898;;EUR;PLN;385.23;210245;;PL;;;8DC236D6E4;;;;
HG;200247/26;1;;;20260108;20260108;4E3581E67B;37EF73B447;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;1;16717;0;;EUR;PLN;384.82;510620;;PL;;;9832C7853A;68;;;
HG;200247/26;2;;;20260108;20260108;A90A2994C9;37EF73B447;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;1;11891;4248;;EUR;PLN;384.82;110788;;PL;;;9832C7853A;10;;;
HG;200280/26;1;;;20260115;20260115;8AF9E87F9C;766FEB88E2;;PL03;;;;PL/3759;;;;;;;1;1;9005;9005;1;88227;48522;;EUR;PLN;385.23;110371;;PL;;;CAC7A4FAFC;10;;;
HG;56/26;1;;;20260114;20260114;C1988E0386;7CA9055A6A;;PL03;;;;PL/1674;;;;;;;1;1;9005;9005;-1;-56163;-31760;;EUR;PLN;385.23;110371;;PL;;;CAC7A4FAFC;10;;;
HG;57/26;1;;;20260113;20260113;4E3581E67B;6365F21144;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;2;35976;32400;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;57/26;2;;;20260113;20260113;4E3581E67B;6365F21144;;PL03;;;;PL/2334;;;;;;;1;1;9005;9005;120;64843;58320;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;200248/26;1;;;20260112;20260112;4E3581E67B;BF0D5E9BDC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;64474;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;68;;;
HG;200248/26;2;;;20260112;20260112;4E3581E67B;BF0D5E9BDC;;PL03;;;;PL/21;;;;;;;1;1;9005;9005;1;53973;0;;EUR;PLN;386.07;510620;;PL;;;9832C7853A;68;;;
HG;200250/26;1;;;20260113;20260113;4E3581E67B;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;1;50253;0;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;68;;;
HG;200250/26;2;;;20260113;20260113;8AF9E87F9C;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;1;88240;47717;;EUR;PLN;385.97;110371;;PL;;;9832C7853A;10;;;
HG;200250/26;3;;;20260113;20260113;E84A687D57;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;1;160409;69426;;EUR;PLN;385.97;110401;;PL;;;9832C7853A;10;;;
HG;200250/26;4;;;20260113;20260113;4E3581E67B;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;1;21228;0;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;68;;;
HG;200250/26;5;;;20260113;20260113;4E3581E67B;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;1;25127;0;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;68;;;
HG;0/0;121;;;20260113;20260113;4E3581E67B;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;4;0;64800;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;122;;;20260113;20260113;4E3581E67B;1ED75F912D;;PL03;;;;PL/2912;;;;;;;1;1;9005;9005;60;0;29160;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;123;;;20260113;20260113;4E3581E67B;8E76C9A82E;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;3;0;52650;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;124;;;20260113;20260113;4E3581E67B;8E76C9A82E;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;3;0;52650;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;125;;;20260113;20260113;4E3581E67B;8E76C9A82E;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;300;0;145800;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;126;;;20260113;20260113;4E3581E67B;8E76C9A82E;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;3;0;24300;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;200251/26;1;;;20260113;20260113;4E3581E67B;39AEF515C9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;3;44966;40500;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;200251/26;2;;;20260113;20260113;4E3581E67B;39AEF515C9;;PL03;;;;PL/22;;;;;;;1;1;9005;9005;1;23544;20600;;EUR;PLN;385.97;510620;;PL;;;9832C7853A;10;;;
HG;0/0;127;;;20260113;20260113;4E3581E67B;2A70E44F9B;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;18;0;291600;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;0/0;128;;;20260113;20260113;4E3581E67B;2A70E44F9B;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;300;0;145800;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;58/26;1;;;20260113;20260113;4E3581E67B;8E76C9A82E;;PL03;;;;PL/3650;;;;;;;1;1;9005;9005;23;444280;0;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
HG;65/26;1;;;20260116;20260116;AA78A639AC;06728ACDF6;;PL03;;;;PL/1674;;;;;;;1;1;9005;9005;1;51106;26563;;EUR;PLN;385.91;110340;;PL;;;CAC7A4FAFC;10;;;
HG;0/0;129;;;20260108;20260108;4E3581E67B;51EF3D356B;;PL03;;;;PL/1796;;;;;;;1;1;9005;9005;26;0;413100;;PLN;PLN;1;510620;;PL;;;9832C7853A;68;;;
